,image_name
0,2020_800547
1,2020_800021
2,2020_800051
3,2020_800100
4,2020_800454
5,2020_800614
6,2020_800040
7,2020_800097
8,2020_800269
9,2020_800162
10,2020_800058
11,2020_800096
12,2020_800457
13,2020_800450
14,2020_800012
15,2020_800013
16,2020_800340
17,2020_800510
18,2020_800335
19,2020_800278
20,2020_800353
21,2020_800049
22,2020_800343
23,2020_800055
24,2020_800417
25,2020_800216
26,2020_800068
27,2020_800006
28,2020_800496
29,2020_800238
30,2020_800346
31,2020_800243
32,2020_800189
33,2020_800249
34,2020_800178
35,2020_800466
36,2020_800464
37,2020_800280
38,2020_800368
39,2020_800341
40,2020_800315
41,2020_800264
42,2020_800225
43,2020_800018
44,2020_800572
45,2020_800538
46,2020_800032
47,2020_800077
48,2020_800112
49,2020_800431
50,2020_800592
51,2020_800131
52,2020_800123
53,2020_800445
54,2020_800576
55,2020_800429
56,2020_800089
57,2020_800020
58,2020_800489
59,2020_800282
60,2020_800409
61,2020_800228
62,2020_800329
63,2020_800226
64,2020_800242
65,2020_800082
66,2020_800558
67,2020_800087
68,2020_800181
69,2020_800554
70,2020_800281
71,2020_800551
72,2020_800088
73,2020_800495
74,2020_800325
75,2020_800361
76,2020_800377
77,2020_800525
78,2020_800556
79,2020_800595
80,2020_800240
81,2020_800266
82,2020_800345
83,2020_800359
84,2020_800600
85,2020_800014
86,2020_800316
87,2020_800221
88,2020_800598
89,2020_800601
90,2020_800594
91,2020_800612
92,2020_800523
93,2020_800400
94,2020_800339
95,2020_800086
96,2020_800321
97,2020_800099
98,2020_800149
99,2020_800438
100,2020_800472
101,2020_800306
102,2020_800355
103,2020_800005
104,2020_800467
105,2020_800593
106,2020_800279
107,2020_800057
108,2020_800234
109,2020_800150
110,2020_800174
111,2020_800439
112,2020_800419
113,2020_800544
114,2020_800166
115,2020_800579
116,2020_800200
117,2020_800094
118,2020_800129
119,2020_800452
120,0.5050663948059082
121,0.6220424175262451
122,0.6602540612220764
123,0.6436155438423157
124,0.5939443707466125
125,0.5996677279472351
126,0.6074358820915222
127,0.6122023463249207
128,0.6155877113342285
129,0.5963609218597412
130,0.5564712882041931
131,0.5534361600875854
132,0.5604609847068787
133,0.5526137351989746
134,0.5594994425773621
135,0.5559090971946716
136,0.5612160563468933
137,0.5613222122192383
138,0.5674892067909241
139,0.557167649269104
140,0.555638313293457
141,0.5496635437011719
142,0.5532583594322205
143,0.5479421019554138
144,0.5518861413002014
145,0.5480530858039856
146,0.5497780442237854
147,0.5481722950935364
148,0.539365828037262
149,0.5390780568122864
150,0.539763867855072
151,0.535932719707489
152,0.5364446043968201
153,0.5376587510108948
154,0.5338625311851501
155,0.5351653695106506
156,0.5323500037193298
157,0.5334334373474121
158,0.5333663821220398
159,0.5325270295143127
160,0.5354654788970947
161,0.5361534953117371
162,0.5355207324028015
163,0.5387799739837646
164,0.5405837893486023
165,0.5346875786781311
166,0.5357190370559692
167,0.5335807204246521
168,0.535906195640564
169,0.5343253016471863
170,0.5352282524108887
171,0.5373549461364746
172,0.5400075316429138
173,0.5403065085411072
174,0.5412447452545166
175,0.5416091084480286
176,0.5392451286315918
177,0.5429760813713074
178,0.5437989234924316
179,0.5439021587371826
180,0.5448878407478333
181,0.5453717708587646
182,0.5468640923500061
183,0.5461342930793762
184,0.5433076620101929
185,0.5424800515174866
186,0.5437909960746765
187,0.5440939664840698
188,0.545415997505188
189,0.5472732782363892
190,0.5480639934539795
191,0.5492047667503357
192,0.5540441870689392
193,0.5554381608963013
194,0.5567119121551514
195,0.5579103827476501
196,0.5587936043739319
197,0.5584830641746521
198,0.5583829879760742
199,0.5565260052680969
200,0.5579172968864441
201,0.5562679171562195
202,0.5538575053215027
203,0.5527075529098511
204,0.5534403920173645
205,0.5559293627738953
206,0.5567790865898132
207,0.5560639500617981
208,0.5569932460784912
209,0.5554084181785583
210,0.5565246939659119
211,0.5546467900276184
212,0.5526983141899109
213,0.5518655180931091
214,0.5525407195091248
215,0.5533512234687805
216,0.5530521869659424
217,0.554371178150177
218,0.554783046245575
219,0.5535203814506531
220,0.5532854199409485
221,0.5543398857116699
222,0.5548055171966553
223,0.5559342503547668
224,0.5559539198875427
225,0.556717574596405
226,0.5568602681159973
227,0.555131196975708
228,0.5519711971282959
229,0.5518684983253479
230,0.5531070828437805
231,0.5532492399215698
232,0.5519631505012512
233,0.5509890913963318
234,0.551125168800354
235,0.551611065864563
236,0.5506061911582947
237,0.5508741736412048
238,0.5475460290908813
239,0.5477129817008972
240,0.6468714285714285
241,0.7546051020408163
242,0.7952210884353742
243,0.7906867346938775
244,0.7460661224489796
245,0.7585132653061224
246,0.7671
247,0.7731477040816327
248,0.785752380952381
249,0.76932
250,0.7305916512059369
251,0.7218831632653061
252,0.732647409733124
253,0.7295113702623907
254,0.7363107482993198
255,0.7280686224489796
256,0.7357261704681872
257,0.7397986394557823
258,0.7494750805585392
259,0.7397637755102041
260,0.7380318756073858
261,0.7285320037105751
262,0.7346436557231588
263,0.7289306972789116
264,0.7339695510204082
265,0.7324216640502355
266,0.7331881330309902
267,0.7279600583090379
268,0.7218484869809993
269,0.7229107482993198
270,0.7248986833443055
271,0.7206650510204081
272,0.720508410636982
273,0.7227037815126051
274,0.717645306122449
275,0.7197705782312925
276,0.7165163265306123
277,0.7194737916219119
278,0.7168999476713762
279,0.7163716326530613
280,0.7211836734693877
281,0.7230959669582119
282,0.722696867584243
283,0.7252923469387755
284,0.7285947845804989
285,0.7216172582076309
286,0.721743030829353
287,0.7186922193877551
288,0.7214264473136194
289,0.7192462448979592
290,0.7212723489395758
291,0.7238852040816327
292,0.7270952252599153
293,0.7274874149659863
294,0.7281900927643785
295,0.7264492711370263
296,0.7247176154672396
297,0.7277829345531316
298,0.729370736769284
299,0.7302474489795918
300,0.7318387085981933
301,0.7330407834101382
302,0.7351380304502754
303,0.7353972895408163
304,0.7317493563579278
305,0.7306797464440321
306,0.7324098994821809
307,0.73125606242497
308,0.7297065661047027
309,0.7310246064139941
310,0.733147772348376
311,0.7347573979591837
312,0.7369163824433883
313,0.7363480970766685
314,0.7384362993197279
315,0.7401533834586466
316,0.741547866419295
317,0.7409213500784929
318,0.7406533195556704
319,0.7378354591836734
320,0.7400868732678256
321,0.7385510452961672
322,0.7340212687484633
323,0.732282944606414
324,0.7322964465786315
325,0.7325895111532985
326,0.7341783954961295
327,0.733630913729128
328,0.7348599174501261
329,0.7335105668934241
330,0.733880354339538
331,0.7325067213842058
332,0.730042966864165
333,0.729176378636561
334,0.7304046831364125
335,0.7314450255102041
336,0.7317791920892068
337,0.7328055810079134
338,0.7335970933828077
339,0.7316977346938776
340,0.7317672054960598
341,0.7333025210084033
342,0.7341647117099267
343,0.7358005102040817
344,0.7357347716229349
345,0.7368993068925683
346,0.7373767308792676
347,0.7355308201058202
348,0.7316617861823629
349,0.7306431354359926
350,0.731769056811914
351,0.7313273870262391
352,0.7303290771175727
353,0.7293691013247404
354,0.7292001419698314
355,0.7297299261083744
356,0.728688295831153
357,0.7285437218955378
358,0.7246968273023495
359,0.7252026190476191
